NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
1710/2010 TERU,Fosa en el cementerio Tramacastiel,,,Tramacastiel,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Al fondo del pequeño cementerio de Tramacastiel existiría una fosa en la que reposarían los restos de algunos soldados sepultados allí en el transcurso de la guerra. De hecho, una placa recuerda que allí yace al menos un soldado, si bien podría tratarse de un jóven procedente de la propia localidad. El lugar aparece un tanto desfigurado por haberse situado algunas tumbas más recientes en esa misma zona del cementerio.",,
1711/2010 TERU,Fosa 1 en Tramacastillla,,,Tramacastilla,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En esta localidad de Tramacastilla existirían varias fosas muy cerca del casco urbano. En esta primera fosa yacerían varios vecinos de Frías de Albarracín, cinco según las fuentes consultadas, y, probablemente, también uno o dos vecinos de Villar del Cobo, aunque esta última inofrmación no ha podido ser confirmada. La fosa se halla situada en el borde de la carrtera y no posee ninguna señal identificativa.",,
1712/2010 TERU,Fosa 2 en Tramacastilla,FUSILAMIENTO,,Tramacastilla,Teruel,Aragón,,,NO INTERVENIDA,12,12,12,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",En esta localidad habría una segunda fosa que contendría los restos de varios vecinos de Nogueras que fueron fusilados por los republicanos. Se cree que el número de víctimas puede ascender a una docena. La fosa se encuentra en el interior de una pequeña chopera en el margen derecho de la carretera a unos cientos de metros del casco urbano.,,
1713/2010 TERU,Fosa 3 en Tramacastilla,,,Tramacastilla,Teruel,Aragón,,,NO INTERVENIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Una tercera fosa ubicada en esta localidad contendría los restos de cuatro personas, cuya identidad no está precisada. Las víctimas fueron asesinadas el 28 de octubre de 1938 por las fuerzas republicanas. La fosa se encontraría en los bordes de un campo de cultivo al lado de la carretera de Tramacastilla a Nogueras, la superficie ha sido labrada y cultivada habitualmente por su propietario, lo que hace temer por la preservación de los restos.",,
1714/2010 TERU,Fosa 4 en Tramacastilla,,,Tramacastilla,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Una cuarta fosa en Tramacastilla se encuentra en estado de total abandono y sin señal alguna. Contendría los restos de varios vecinos de Bronchales, siete u ocho, sin que pueda afirmarse el número con seguridad. La fosa estaría situada en un campo de cultivo, sobre la margen izquierda de la carretera de Albarracín a Nogueras mirando desde el pueblo.",,
1715/2010 TERU,Fosa junto a la ermita de Santa Magdalena,,,Tramacastilla,Teruel,Aragón,,,EXHUMADA TOTAL,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Existió otra fosa en la localidad en la que fueron enterrados cuatro vecinos de Tramacastilla asesinados por los republicanos junto a la ermita de Santa Magdalena, muy cercana al pueblo, sus cuerpos fueron recuperados al término de la guerra y trasladados al cementerio, donde hoy pueden verse sus tumbas individuales. No se ha proporcionado las identidades de las víctimas.",,
1716/2010 TERU,Fosa en cementerio,,,Urrea de Gaén,Teruel,Aragón,,,NO INTERVENIDA,12,12,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa existente en el cementerio de Urrea de Gaén contiene los restos de la mayoría de los 12 vecinos del pueblo asesinados por los republicanos en los primeros meses de la guerra. El alcalde fue también asesiando pero su cuerpo fue trasladado a su lugar de origen, una pequeña localidad muy próxima a Montalbán. Se han proporcionado las identidades de las 12 víctimas del pueblo, pero no se conoce cuales de ellas pueden estar en la fosa.",,
1717/2010 TERU,Fosa 1 en cementerio,,18/08/1936,Valdealgorfa,Teruel,Aragón,,,NO INTERVENIDA,16,16,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",En el cementerio de Valdealgorfa existen dos lugares de enterramiento colectivo. En esta fosa se encontrarían los restos de 16 vecinos del pueblo que fueron asesinados por los republicanos el 18 de agosto de 1936. El lugar está señalizado por un monumento funerario.,,
1718/2010 TERU,Fosa 2 en cementerio,,,Valdealgorfa,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Existe otra zona en el cementerio de Valdealgorfa con un amplio espacio todavia ocupado por unas 40 tumbas de soldados españoles, cada uno de ellos con su cruz identificativa, que lucharon en las Brigadas Frecde Azzurre y Frecce Nere que combatieron en esta zona.",,
1721/2010 TERU,Fosa en el cementerio de Valdecuenca,,,Valdecuenca,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa común existente en el cementerio de Valdecuenca contendría los restos de muchos soldados que murieron a causa de un bombardeo sobre su campamento, enclavado en las eras cercanas al casco urbano. El ataque también costó la vida a un vecino del pueblo. No se conoce la adscripición de los soldados a uno de los dos ejércitos, pero al parecer fueron enterrados con una botella de vidrio que contenía sus datos personales.",,
1722/2010 TERU,Fosa en el cementerio de Valdelinares,,,Valdelinares,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa común en el cementerio de Valdelinares sería una larga franja anexa a uno de los muros laterales del recinto en la que habrían sido enterrados numerosos soldados fallecidos en la zona. Parte de la fosa podría haber quedado bajo un nuevo bloque de nichos recién construido, pero buena parte de la misma seguiría allí a lo largo de la pared. Los soldados muertos fueron llevados hasta el pueblo desde la zona conocida como El Monegro y, según recuerdan los vecinos, mientras se iba ampliando la fosa los cadáveres descansaban en un pajar que ya no existe.",,
1723/2010 TERU,Fosa en el Bancal de la Cofradía,,,Valdelinares,Teruel,Aragón,,,NO INTERVENIDA,,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En esta localidad de Valdelinares existe una fosa individual que acoge los restos de un soldado de identidad desconocida. La fosa no está alejada del pueblo, se encuentra en uno de los bancales situados entre la carretera que viene desde Villarroya, en el llamado Bancal de la Cofradía, sobre el Barranco de las Ranas.",,
1724/2010 TERU,Fosa en cementerio de Valderrobres,,,Valderrobres,Teruel,Aragón,,,NO INTERVENIDA,3,3,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En el cementerio de Valderrobres pueden localizarse varias sepulturas procedentes de la época de la Guerra Civil. En una de ellas, yacen los restos de tres personas: un cura, un coadjutor y un veterinario, que fueron asesinados en el verano de 1936.",,
1725/2010 TERU,Fosa en terrrenos Las Suertes,,,Valjunquera,Teruel,Aragón,,,DESAPARECIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Una de las fosa existentes en esta localidad es, hoy en día, de improbable localización por haber desaparecido en gran medida bajo nuevas construcciones el terreno donde se ubicaba. Estaría en unos campos que bordean la actual Avenida de la Virgen, que une el centro del casco urbano con la ermita de la Virgen de la Piedad. Las víctimas allí sepultadas serían soldados muertos en los combates por el control de la zona en la primavera de 1938. Una unidad militar recogió los restos y los enterró con ayuda de un grupo de vecinos del pueblo.",,
1726/2010 TERU,Fosa en cementerio de Valdejunquera,,,Valjunquera,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","existiría otra fosa en el cementerio de la localidad, con los restos de algunos de los vecinos asesinados por los republicanos durante su control de esta zona. Fueron ejecutados en la zona conocida como Las Horcas, junto al polígono industrial y en la carretera que lleva a Valdealgorfa. Los familiares recuperaron sus restos después del cese de los combates.",,
1727/2010 TERU,Fosa en el cementerio de Villafranca del Campo,,9/9/1936,Villafranca del Campo,Teruel,Aragón,,,NO INTERVENIDA,8,20,8,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa común existente en el cementerio de Villafranca del Campo no está señalizada de ningún modo, aunque puede encontrase bajo una gran losa de cemento en medio del camposanto. Contendría los restos de una cantidad indeterminada de personas, entre 15 y 20, asesinadas en una única matanza ocurrida la noche del 9 de septiembre de 1936. Todos ellos permanecieron detenidos durante unas horas en el depósito municipal de Villafranca y fueron cargados en un camión con la excusa de ser trasladados a la capital. Desgraciadamente no pasaron del cementerio, donde fueron fusilados contra las tapias exteriores. Se ha proporcionado la identidad de 8 de las víctimas que podrían estar inhumadas en la fosa.",,
1729/2010 TERU,Fosa en cementerio de Villanueva del Rebollar,,26/12/1936,Villanueva del Rebollar de la Sierra,Teruel,Aragón,,,NO INTERVENIDA,5,5,5,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""La fosa común del cementerio contiene los restos mortales de, al menos, cinco soldados rebeldes muertos """"en acción de guerra el 26 de diciembre de 1936"""", como indica la placa situada en el lugar. La tumba colectiva presenta una losa y una placa donde figuran los nombres y circunstancias de su muerte.""",,
1730/2010 TERU,Fosa en cementerio de Villarluengo,,,Villarluengo,Teruel,Aragón,,,NO INTERVENIDA,4,4,4,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",La fosa común todavia existente en el cementerio contiene los restos de cuatro de los trece vecinos del pueblo que fueron asesinados por los milicianos antifascistas en el transcurso de la guerra.,,
1731/2010 TERU,Fosa en cementerio de Villarquemado,,,Villarquemado,Teruel,Aragón,,,DESAPARECIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En el término de Villarquemado, en su cementerio municipal, existía una fosa de grandes dimensiones que acogió los cuerpos de unos 270 soldados de uno y otro ejército muertos en los combates que devastaron la zona en el invierno de 1937. En el año 2007 esta fosa fue objeto de importantes excavaciones para dejar libre este espacio del camposanto trasladando los restos al osario, aunque puede que una parte de la fosa seguiría existiendo.",,
1732/2010 TERU,Fosa en la cumbre del Cerro Montero,,,Villarquemado,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Una segunda fosa en el término de Villarquemado estaría ubicada en la cumbre del Cerro Montero, una posición defensiva en la que permanecieron atrincheradas durante un tiempo las fuerzas republicanas y que encara en la lejania la imponente Sierra Palomera. Está señalizada por una diminuta cruz de hierro casi inapreciable por encontrarse justo debajo de uno de los muchos árboles que salpican el paisaje.",,
1734/2010 TERU,Fosa en la partida de Cañandonera,,28/08/1936,Villastar,Teruel,Aragón,,,NO INTERVENIDA,7,10,7,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En el término de Villastar existirían dos fosas, una sería la enclavada en la partida de Cañandonera, en el corazón del denominado Estrecho de Villastar, justo frente a la antigua venta que había sobre la carretera que une Villastar con Villel, al lado contrario de la carretera y algo alejada de la calzada. Se encuentra en estado de total abandono y sin señalizar. Contendría los restos de diez vecinos de Villastar asesinados por los sublevados el 28 de agosto de 1936, aunque sólo se conoce la identidad de siete de las víctimas.",,
1735/2010 TERU,Fosa en cementerio de Villastar,,,Villastar,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",La segunda fosa existente en Villastar se encuentra en el interior del cementerio y en estado de total abandono. Contendría los restos de varias personas ejecutadas sumariamente por los republicanos después de que éstos tomasen el pueblo en el curso de la Batalla de Teruel. También habría sido ejecutados un número indeterminado de soldados rebeldes que habían caído prisioneros de los atacantes.,,
1736/2010 TERU,Fosa en Cerro de Lomagorda,,,Villel,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""En la localidad de Villel se localizarian hasta dos fosas ésta estaría muy lejos del casco urbano, a varios kilómetros, en el Cerro de Lomagorda, por encima de la partida de Juan Vicente y en el camino hacia la fuente de la Barbalana. Contendría los restos de varios soldados, se cree que cuatro, posiblemente republicanos. La fosa estuvo señalizada durante muchos años por una losa de cemento pero las obras de ampliación de un cortafuegos la destrozaron hace unos cinco años, y ahora mismo apenas se encuentran restos dispersos de la misma.""",,
1737/2010 TERU,Fosa en cementerio de Villel,,,Villel,Teruel,Aragón,,,NO INTERVENIDA,,5,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Una segunda fosa en el término de Villel se hallaría en el interior del cementerio municipal. Contendría los restos de, al menos, cinco de las personas que fueron asesinadas por republicanos mientras estos mantuvieron el control de la zona. Fue señalizada y dignificada tras la Guerra, pero en la actualidad se encuentra muy descuidada y deteriorada por el paso del tiempo. Se desconoce la identidad de las víctimas.",,
1738/2010 TERU,Fosa en el cementerio de Visiedo,OTRO,,Visiedo,Teruel,Aragón,,,DESAPARECIDA,38,38,38,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""Ya no existe rastro de la gran fosa que en el cementerio de Visiedo albergó durante años los restos de 38 soldados rebeldes que murieron a causa de la tremenda explosión del arsenal acumulado por ambos bandos contendientes en el interior de la antigua iglesia parroquial. La explosión arrasó el templo hasta su última piedra y demolió algunos edificios del pueblo, pero no mató a ningun vecino pues habían sido evacuados. La catástrofe fue de tales dimensiones que la iglesia no fue reconstruida. Se conocen con precisión las identidades de los 38 soldados fallecidos, muchos de origen vasco se sabe que los cuerpos de varias de las víctimas fueron recuperados años más tarde por sus familiares.""",,
1739/2010 TERU,Fosa en La Solana de Vivel,,,Vivel del Río Martín,Teruel,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa localizada en el término de Vivel del Rio Martín se encuentra en La Solana, justo detrás de una columna de granito que la 4ª División de Navarra levantó en memoria de sus hombres muertos en esa zona en 1959. Sin embargo, los hombres que yacen en esta fosa fueron soldados republicanos muertos durante la ofensiva rebelde de marzo de 1938. Su número podría oscilar entre 12 y 14, pero se desconocen sus identidades y lugares de origen. Fueron enterrados por un grupo de vecinos de Vivel. Existirían más fosas pero son ilocalizables, serán enterramientos de soldados realizados en el mismo terreno donde comabatieron, como el Cabezo de la Cañada o la zona del puntal de Las Darabeñas.",,
559/2009 ZARA,Fosa en el cementerio de Agón,FUSILAMIENTO,,Agón,Zaragoza,Aragón,,,DESAPARECIDA,2,5,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Las cinco víctimas murieron en la partida del Mojote, junto a la paridera de Matagorda. 3 erán de Magallón, otro natural de Cortes (Navarra). Al 5º, procedente de Fréscano lo mataron en el campo de Panicotes. La fosa desapareció por causa de una riada",,
561/2009 ZARA,Fosa en Aguilón,LUCHA ARMADA,1/3/1938,Aguilón,Zaragoza,Aragón,,,DESAPARECIDA,,1,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Esta fosa contenía los restos de un militar republicano muerto durante la ofensiva rebelde de marzo de 1938.,,
544/2009 ZARA,Campo del Abejar,LUCHA ARMADA,10/6/1937,Aladrén,Zaragoza,Aragón,,,NO INTERVENIDA,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",número indeterminado de víctimas,,
545/2009 ZARA,Fosa en el cementerio de Aladrén,LUCHA ARMADA,10/6/1937,Aladrén,Zaragoza,Aragón,,,NO INTERVENIDA,6,6,6,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",En esta fosa descansan los restos de 5 de los 10 vecinos que fallecieron víctimas de la lucha armada el dia 10-06-1939 y un 6º vecino que fallecio en combate el día 06-04-1938.,,
546/2009 ZARA,Fosa en el cementerio de Aladrén,FUSILAMIENTO,,Aladrén,Zaragoza,Aragón,,,NO INTERVENIDA,4,4,4,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",soldados fusilados tras la celebración de un Consejo de Guerra Sumarísimo en Diciembre 1936/Enero 1937,,
562/2009 ZARA,Fosas en los montes que rodean Aladrén,LUCHA ARMADA,1/7/1937,Aladrén,Zaragoza,Aragón,,,DESAPARECIDA,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La entidad informante reseña la existencia de tres fosas en los montes que rodean Aladrén en las que yacerían un número indeterminado de soldados republicanos, fallecidos en el mes de julio de 1937. La localización exacta resulta practicamente imposible. Según los testimonios recogidos se encontrarían, una en el campo del Regacho, otra frente a la ermita de las Nieves y una tercera en el camino de las Saladas",,
547/2009 ZARA,Fosa del cementerio de Alagón,FUSILAMIENTO,,Alagón,Zaragoza,Aragón,,,NO INTERVENIDA,79,78,78,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Amplio espacio sin señalizar. Durante años unos pequeños listones de madera indicaron la presencia de enterrramientos.,,
543/2009 ZARA,Fosa de Alberite de San Juan,FUSILAMIENTO,,Alberite de San Juan,Zaragoza,Aragón,,,EXHUMADA PARCIAL,2,7,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Exhumada hace años, sin poder precisar cúando, ni a dónde se trasladaron los 6 cuerpos exhumados. Solo queda uno. 5 eran vecinos de Fuendejalón y otros 2 de Pozuelo de Aragón",,
1275/2009 ZARA,NO CONSTA,,,Alborge,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:07/05/1964,,
548/2009 ZARA,Fosa del cementerio de Alfajarín,FUSILAMIENTO,26/11/1936,Alfajarín,Zaragoza,Aragón,,,NO INTERVENIDA,25,27,25,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""Ubicada en el cementerio de Alfajarín, contiene los restos de 27 hombres y mujeres, todos ellos vecinos de la localidad, asesinados juntos la noche del 26 de noviembre de 1936. Hace unos años fue dignificada mediante la colocación de una placa en la que se hace referencia al número de vecinos asesinados y a la fecha de su muerte, sin que se incluya el nombre de las víctimas.  ",,
549/2009 ZARA,Fosas del cementerio de Alfamén,FUSILAMIENTO,22/08/1936,Alfamén,Zaragoza,Aragón,,,NO INTERVENIDA,5,5,5,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""En el cementerio de Alfamen se localizan dos fosas comunes perfectamente señalizadas, si bien en uno de los casos existen algunas dudas sobre la existencia real de la fosa. La primera de ellas se encuentra en un pequeño rincón, en una de las esquinas del recinto que en su día no era sino el antiguo cementerio civil. Hoy el lugar está unido al recinto general. Allí puede verse un sencillo monumento que recuerda que en este lugar descansan 5 vecinos de Cosuenda, de entre ellos 3 concejales y el alguacil.",,
550/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,4,4,4,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""La fosa  existente en Alhama de Aragón se halla en la cuneta de la carretera que une la localidad con el monasterio de Piedra, justo a su paso por el antiguo cementerio civil de la localidad pero del otro lado de la carretera. El recinto hoy en día está en desuso y abandonado, pero aún es perfectamente distinguible por su aislamiento en medio del campo y por su estructura peculiar. ",,
551/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
552/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
553/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
554/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
555/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
556/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
557/2009 ZARA,Fosa de Alhama de Aragón,FUSILAMIENTO,27/11/1936,Alhama de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
682/2009 ZARA,Fosa en el cementerio de La Almolda,FUSILAMIENTO,,"Almolda, La",Zaragoza,Aragón,,,NO INTERVENIDA,20,20,20,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En el interior de la capilla del cementerio están enterrados 18 vecinos del pueblo fusilados por los republicanos en los primeros meses de la guerra, y dos vecinos muertos en el frente de batalla, en el bando nacional.",,
563/2009 ZARA,Fosa en el cementerio de Almonacid de la Cuba,FUSILAMIENTO,18/03/1938,Almonacid de la Cuba,Zaragoza,Aragón,,,NO INTERVENIDA,3,6,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa común existente en el cementerio de Almonacid de la Cuba no es una fosa de la época de la guerra sino la sepultura en la que fueron enterrados al menos tres de los seis vecinos del pueblo asesinados por los sublevados el 18 de marzo de 1938 en la partida de ¿la Serretilla¿, en los pinares que bordean la carretera que une el pueblo con la vecina localidad de Fuendetodos.",,
564/2009 ZARA,Fosa de Almonacid de la Sierra,FUSILAMIENTO,13/08/1936,Almonacid de la Sierra,Zaragoza,Aragón,,,EXHUMADA TOTAL,12,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fosa con 12 cuerpos pertenecientes a vecinos de Calatorao. Se desconoce la fecha en que se trasladaron los cuerpos  al cementerio para su dignificación.,,
666/2009 ZARA,Fosa en el cementerio de la Almunia de Doña Godina,FUSILAMIENTO,,"Almunia de Doña Godina, La",Zaragoza,Aragón,,,NO INTERVENIDA,8,100,8,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Esta fosa, de grandes dimensiones puede comprender varias. En ella están enterrados  los restos de numerosas personas de la comarca fusiladas y desaparecidas durante el verano y otoño de 1936. Se calcula que contiene más de 100 víctimas. Solo están documentados 6 vecinos de Épila y 2 de Lumpiaque. La mayoría de las víctimas procedían de Calatorao.",,
565/2009 ZARA,Fosa en la partida de La Tejera,FUSILAMIENTO,,Alpartir,Zaragoza,Aragón,,,NO INTERVENIDA,2,2,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""La fosa se halla justo en el borde del barranco de La Tejera, en la partida del mismo nombre y en un campo propiedad de la familia Paseta. El barranco y el punto en que se halla la fosa se encuentra enmarcado por las alturas del Picacho de la Casca Alta, la Casca Baja y el monte de ¿Ramón del Frasno"""".""",,
566/2009 ZARA,Fosa en la partida de El Villar,FUSILAMIENTO,,Alpartir,Zaragoza,Aragón,,,NO INTERVENIDA,,2,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""La segunda de las fosas existentes en término de Alpartir se halla en la partida de El Villar, en las riberas del barranco de El Orcajo, aproximadamente a dos kilómetros del casco urbano del pueblo. Concretamente está en una antigua terraza de cultivo hoy en día abandonada. ",,
569/2009 ZARA,Fosas en Aranda de Moncayo,FUSILAMIENTO,,Aranda de Moncayo,Zaragoza,Aragón,EXCAVACIÓN,1/1/2004,EXHUMADA TOTAL,72,84,72,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Las fosa existentes en la zona se han trasladado al cementerio municipal hacia el año 2004. Los restos recogidos se han inhumado en un nicho del cementerio. Se estima que el número de víctimas exhumadas asciende a 84, de las cuales están identificadas 72.",,
570/2009 ZARA,Fosa en la partida de Las Planas,FUSILAMIENTO,25/08/1936,Arándiga,Zaragoza,Aragón,EXCAVACIÓN,10/28/2007,EXHUMADA TOTAL,8,8,8,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Los trabajos de exhumación en esta fosa se realizaron los días 28 y 29 de octubre de 2007, recuperándose los restos de ocho de los nueve vecinos asesinados en Arándiga en agosto de 1936. La fosa tenía una longitud de casi 10 metros, unos 50 centímetros de anchura y 1'45 metros de profundidad. El estado de conservación de los restos era óptimo debido a la composición árida del terreno y a la poca humedad de la zona. También fueron recuperados varios objetos y efectos personales de las víctimas. ",,
571/2009 ZARA,Fosa en el cementerio de Ardisa,FUSILAMIENTO,17/09/1936,Ardisa,Zaragoza,Aragón,,,NO INTERVENIDA,6,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa común existente en el cementerio de Ardisa contiene los cuerpos de 6 vecinos de Ayerbe y Los Corrales. Hace algunos años la tumba fue señalizada y dignificada, y ese mismo lugar fue elegido como lugar de descanso definitivo por el hijo de una de las víctimas. ",,
657/2009 ZARA,Fosa Finca campo de Miramont,,11/8/1936,Asso-Veral,Zaragoza,Aragón,,,NO INTERVENIDA,,6,6,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contendría los restos de 5 o 9 personas, según las fuentes. Se sabe con exactitud que en ese lugar, una antigua carbonera, se encuentran enterrados 5 vecinos de Asso-Veral asesinados el 11 de agosto de 1936. Un vecino de Sigues fue ejecutado con ellos pero sus familiares lograron el permiso para recuperar su cuerpo tras los crimenes y lo trasladaron al cementerio de Sigues. También podrían encontrarse allí los restos de 4 hombres procedentes del pueblo navarro de Liédena cuya identidad se desconoce. El emplazamento de la fosa ha sido someramente señalizado con varios montones de piedras colocados por los vecions de pueblos cercanos.",,
658/2009 ZARA,Fosa Finca campo de Miramont,,11/8/1936,Asso-Veral,Zaragoza,Aragón,,,NO INTERVENIDA,,6,6,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contendría los restos de 5 o 9 personas, según las fuentes. Se sabe con exactitud que en ese lugar, una antigua carbonera, se encuentran enterrados 5 vecinos de Asso-Veral asesinados el 11 de agosto de 1936. Un vecino de Sigues fue ejecutado con ellos pero sus familiares lograron el permiso para recuperar su cuerpo tras los crimenes y lo trasladaron al cementerio de Sigues. También podrían encontrarse allí los restos de 4 hombres procedentes del pueblo navarro de Liédena cuya identidad se desconoce. El emplazamento de la fosa ha sido someramente señalizado con varios montones de piedras colocados por los vecions de pueblos cercanos.",,
1176/2009 ZARA,NO CONSTA,,,Atea,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,13,13,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
572/2009 ZARA,Fosa en el cementerio de Ateca,FUSILAMIENTO,,Ateca,Zaragoza,Aragón,,,NO INTERVENIDA,,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""Fusilado en la Cuesta de las Valdemoras, enterrado a la entrada del cementerio. Conocido como el """"Tío Lobito""""""",,
573/2009 ZARA,Fosa en la partida del Coladillo,FUSILAMIENTO,,Ateca,Zaragoza,Aragón,,,DESAPARECIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""Levantada por el Ayuntamiento hace años. Se desconoce el paradero de los restos, y el nombre de los fusilados",,
574/2009 ZARA,Fosa de la Fuente de Uñate,FUSILAMIENTO,,Ateca,Zaragoza,Aragón,,,NO INTERVENIDA,2,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",situada en la carretera  de Ateca a Villaluenga,,
